name,kind,sidocode,sido,sigungucode,sigungu,dongcode,dong,jibuncode,jibun,jibunaddr,doro,doroaddr,gyundo,wido
비이,소매,11,서울특별시,11410,서대문구,1141011200,대현동,1.14E+18,37,서울특별시 서대문구 대현동 37-51번지 ,서울특별시 서대문구 이화여대5길,"서울특별시 서대문구 이화여대5길 26, (대현동)",126.9442494,37.55840637
서울상상나라,학문/교육,11,서울특별시,11215,광진구,1121510200,능동,1.12E+18,18,서울특별시 광진구 능동 18-61번지 ,서울특별시 광진구 천호대로,"서울특별시 광진구 천호대로 662, (능동)",127.0888004,37.55158212
VIP실678노래연습장,관광/여가/오락,11,서울특별시,11440,마포구,1144010400,도화동,1.14E+18,550,서울특별시 마포구 도화동 550번지 삼성아파트 ,서울특별시 마포구 도화길,"서울특별시 마포구 도화길 28, (도화동, 삼성아파트)",126.9496066,37.53959535
미에나라,소매,11,서울특별시,11305,강북구,1130510400,우이동,1.13E+18,340,서울특별시 강북구 우이동 340번지 성원그린아파트 ,서울특별시 강북구 삼양로139가길,"서울특별시 강북구 삼양로139가길 45, 103동  (우이동, 성원그린아파트)",127.0115759,37.6513276
코알라걸,소매,11,서울특별시,11350,노원구,1135010600,중계동,1.14E+18,358,서울특별시 노원구 중계동 358번지 ,서울특별시 노원구 한글비석로,"서울특별시 노원구 한글비석로 331, (중계동)",127.0774316,37.65661849
서전화랑,소매,11,서울특별시,11170,용산구,1117012400,한강로1가,1.12E+18,231,서울특별시 용산구 한강로1가 231-23번지 삼각아파트 ,서울특별시 용산구 한강대로62길,"서울특별시 용산구 한강대로62길 32, (한강로1가, 삼각아파트)",126.9730807,37.5334044
숙이네명품관,소매,11,서울특별시,11560,영등포구,1156013300,대림동,1.16E+18,975,서울특별시 영등포구 대림동 975-69번지 ,서울특별시 영등포구 대림로8나길,"서울특별시 영등포구 대림로8나길 3, (대림동)",126.9053576,37.49041095
수채화,소매,11,서울특별시,11140,중구,1114011200,남창동,1.11E+18,51,서울특별시 중구 남창동 51-1번지 ,서울특별시 중구 소월로,"서울특별시 중구 소월로 3, (남창동)",126.9761879,37.55936344
뉴그랜드하이컴퍼니,소매,11,서울특별시,11560,영등포구,1156010700,영등포동6가,1.16E+18,10,서울특별시 영등포구 영등포동6가 10번지 ,서울특별시 영등포구 영중로,"서울특별시 영등포구 영중로 65, (영등포동6가)",126.9046454,37.52213914
리젠,소매,11,서울특별시,11320,도봉구,1132010800,도봉동,1.13E+18,643,서울특별시 도봉구 도봉동 643번지 서광아파트 ,서울특별시 도봉구 마들로,"서울특별시 도봉구 마들로 770, (도봉동, 서광아파트)",127.0501049,37.67900848
아트빌리지방화점,소매,11,서울특별시,11470,양천구,1147010100,신정동,1.15E+18,129,서울특별시 양천구 신정동 129-4번지 ,서울특별시 양천구 신목로4길,"서울특별시 양천구 신목로4길 10, (신정동)",126.8748849,37.51889495
한국기록물관리,생활서비스,11,서울특별시,11560,영등포구,1156011000,여의도동,1.16E+18,16,서울특별시 영등포구 여의도동 16-2번지 ,서울특별시 영등포구 은행로,"서울특별시 영등포구 은행로 30, (여의도동)",126.9226362,37.52818845
랜오아시스,소매,11,서울특별시,11170,용산구,1117012500,한강로2가,1.12E+18,15,서울특별시 용산구 한강로2가 15-2번지 ,서울특별시 용산구 청파로,"서울특별시 용산구 청파로 125, (한강로2가)",126.9653243,37.53383227
오대농원,소매,11,서울특별시,11545,금천구,1154510300,시흥동,1.15E+18,817,서울특별시 금천구 시흥동 817-29번지 시흥아파트 ,서울특별시 금천구 독산로24나길,"서울특별시 금천구 독산로24나길 13, (시흥동, 시흥아파트)",126.9075108,37.45592066
정은주비타민수학,소매,11,서울특별시,11740,강동구,1174010100,명일동,1.17E+18,15,서울특별시 강동구 명일동 15번지 삼익그린2차 ,서울특별시 강동구 고덕로,"서울특별시 강동구 고덕로 210, (명일동, 삼익그린2차)",127.1470486,37.55380135
연세엠수학교습소,학문/교육,11,서울특별시,11260,중랑구,1126010600,신내동,1.13E+18,650,서울특별시 중랑구 신내동 650번지 신내대주아파트 ,서울특별시 중랑구 신내로19길,"서울특별시 중랑구 신내로19길 42, (신내동, 신내대주아파트)",127.0910171,37.61409581
두리상사,소매,11,서울특별시,11410,서대문구,1141010200,충정로3가,1.14E+18,465,서울특별시 서대문구 충정로3가 465번지 충정리시온 ,서울특별시 서대문구 서소문로,"서울특별시 서대문구 서소문로 27, (충정로3가, 충정리시온)",126.9648455,37.5602737
서래,소매,11,서울특별시,11410,서대문구,1141010200,충정로3가,1.14E+18,8,서울특별시 서대문구 충정로3가 8-3번지 ,서울특별시 서대문구 경기대로3길,"서울특별시 서대문구 경기대로3길 10, (충정로3가)",126.9613314,37.5622882
한국온라인지능원,소매,11,서울특별시,11560,영등포구,1156010400,영등포동3가,1.16E+18,8,서울특별시 영등포구 영등포동3가 8-1번지 ,서울특별시 영등포구 영중로8길,"서울특별시 영등포구 영중로8길 6, (영등포동3가)",126.90616,37.51835078
비아이씨드림,소매,11,서울특별시,11410,서대문구,1141011000,북아현동,1.14E+18,114,서울특별시 서대문구 북아현동 114-1번지 북아현맨션 ,서울특별시 서대문구 북아현로6길,"서울특별시 서대문구 북아현로6길 78, (북아현동, 북아현맨션)",126.9586598,37.56149878
관인즐겨찾는음악학원,학문/교육,11,서울특별시,11620,관악구,1162010100,봉천동,1.16E+18,498,서울특별시 관악구 봉천동 498-7번지 ,서울특별시 관악구 은천로,"서울특별시 관악구 은천로 97, (봉천동)",126.9461469,37.48710557
피엠지컨설팅,생활서비스,11,서울특별시,11410,서대문구,1141010300,합동,1.14E+18,117,서울특별시 서대문구 합동 117번지 ,서울특별시 서대문구 서소문로,"서울특별시 서대문구 서소문로 37, (합동)",126.9655743,37.56077566
제이엠친환경건설,생활서비스,11,서울특별시,11560,영등포구,1156010800,영등포동7가,1.16E+18,94,서울특별시 영등포구 영등포동7가 94-49번지 ,서울특별시 영등포구 버드나루로,"서울특별시 영등포구 버드나루로 88, (영등포동7가)",126.9092495,37.52603822
헤라클레식,소매,11,서울특별시,11530,구로구,1153010200,구로동,1.15E+18,1130,서울특별시 구로구 구로동 1130-24번지 ,서울특별시 구로구 디지털로32다길,"서울특별시 구로구 디지털로32다길 46-13, (구로동)",126.8980994,37.48107169
브라보삼육오,생활서비스,11,서울특별시,11680,강남구,1168010100,역삼동,1.17E+18,702,서울특별시 강남구 역삼동 702-2번지 ,서울특별시 강남구 테헤란로,"서울특별시 강남구 테헤란로 309, (역삼동)",127.0444153,37.50354758
맨드리컴퍼니,소매,11,서울특별시,11680,강남구,1168010600,대치동,1.17E+18,906,서울특별시 강남구 대치동 906-5번지 ,서울특별시 강남구 선릉로76길,"서울특별시 강남구 선릉로76길 28, (대치동)",127.0528736,37.50189468
부성디엔아이,부동산,11,서울특별시,11680,강남구,1168010600,대치동,1.17E+18,889,서울특별시 강남구 대치동 889-67번지 ,서울특별시 강남구 테헤란로64길,"서울특별시 강남구 테헤란로64길 16-9, (대치동)",127.0506127,37.50359755
플레임씨앤씨,부동산,11,서울특별시,11410,서대문구,1141011200,대현동,1.14E+18,144,서울특별시 서대문구 대현동 144번지 ,서울특별시 서대문구 이화여대길,"서울특별시 서대문구 이화여대길 50-5, (대현동)",126.9460799,37.55942288
엘지공업사,생활서비스,11,서울특별시,11320,도봉구,1132010700,창동,1.13E+18,804,서울특별시 도봉구 창동 804번지 ,서울특별시 도봉구 덕릉로59아길,"서울특별시 도봉구 덕릉로59아길 17, (창동)",127.0379887,37.64191391
원우상사,생활서비스,11,서울특별시,11110,종로구,1111017500,숭인동,1.11E+18,179,서울특별시 종로구 숭인동 179-93번지 ,서울특별시 종로구 종로63가길,"서울특별시 종로구 종로63가길 53, (숭인동)",127.0188035,37.57652076
우성이앤씨,생활서비스,11,서울특별시,11290,성북구,1129013500,종암동,1.13E+18,7,서울특별시 성북구 종암동 7-17번지 ,서울특별시 성북구 월곡로,"서울특별시 성북구 월곡로 17-1, (종암동)",127.0373112,37.59428853
성동구민체육센터관리서무소,소매,11,서울특별시,11200,성동구,1120011400,성수동1가,1.12E+18,685,서울특별시 성동구 성수동1가 685-697번지 ,서울특별시 성동구 왕십리로,"서울특별시 성동구 왕십리로 89, (성수동1가)",127.0440117,37.5458307
카사브라바,소매,11,서울특별시,11410,서대문구,1141010200,충정로3가,1.14E+18,465,서울특별시 서대문구 충정로3가 465번지 충정리시온 ,서울특별시 서대문구 서소문로,"서울특별시 서대문구 서소문로 27, (충정로3가, 충정리시온)",126.9648455,37.5602737
노블레스,생활서비스,11,서울특별시,11215,광진구,1121510500,자양동,1.12E+18,516,서울특별시 광진구 자양동 516번지 ,서울특별시 광진구 뚝섬로37길,"서울특별시 광진구 뚝섬로35길 32, (자양동)",127.0717695,37.53500527
영타임,소매,11,서울특별시,11140,중구,1114011200,남창동,1.11E+18,51,서울특별시 중구 남창동 51-1번지 ,서울특별시 중구 소월로,"서울특별시 중구 소월로 3, (남창동)",126.9761879,37.55936344
수베니어명동,소매,11,서울특별시,11140,중구,1114010500,을지로2가,1.11E+18,199,서울특별시 중구 을지로2가 199-40번지 ,서울특별시 중구 명동7길,"서울특별시 중구 명동7길 21, (을지로2가)",126.9838457,37.56471871
용인대유도교실,학문/교육,11,서울특별시,11545,금천구,1154510300,시흥동,1.15E+18,817,서울특별시 금천구 시흥동 817-29번지 시흥아파트 ,서울특별시 금천구 독산로24나길,"서울특별시 금천구 독산로24나길 13, (시흥동, 시흥아파트)",126.9075108,37.45592066
와이에이치드림앤테크,생활서비스,11,서울특별시,11560,영등포구,1156011000,여의도동,1.16E+18,36,서울특별시 영등포구 여의도동 36-2번지 ,서울특별시 영등포구 국제금융로6길,"서울특별시 영등포구 국제금융로6길 33, (여의도동)",126.9268944,37.52078459
비앤케이인터내셔날,소매,11,서울특별시,11215,광진구,1121510500,자양동,1.12E+18,6,서울특별시 광진구 자양동 6-1번지 ,서울특별시 광진구 동일로20길,"서울특별시 광진구 동일로20길 92, (자양동)",127.0684503,37.53987185
깊은향기,생활서비스,11,서울특별시,11215,광진구,1121510100,중곡동,1.12E+18,122,서울특별시 광진구 중곡동 122-16번지 ,서울특별시 광진구 천호대로123길,"서울특별시 광진구 천호대로123길 42-1, (중곡동)",127.0868433,37.55708143
신한리테일,부동산,11,서울특별시,11680,강남구,1168010100,역삼동,1.17E+18,620,서울특별시 강남구 역삼동 620-9번지 ,서울특별시 강남구 강남대로98길,"서울특별시 강남구 강남대로98길 17, (역삼동)",127.0279473,37.50097135
미나스,생활서비스,11,서울특별시,11410,서대문구,1141010100,충정로2가,1.14E+18,191,서울특별시 서대문구 충정로2가 191번지 ,서울특별시 서대문구 충정로,"서울특별시 서대문구 충정로 53, (충정로2가)",126.9646165,37.5637407
MBC노래연습장,관광/여가/오락,11,서울특별시,11320,도봉구,1132010500,쌍문동,1.13E+18,23,서울특별시 도봉구 쌍문동 23-11번지 대원쉐르빌 ,서울특별시 도봉구 도봉로133길,"서울특별시 도봉구 도봉로133길 40-15, 1동  (쌍문동, 대원쉐르빌)",127.0374789,37.65858787
요술궁전,소매,11,서울특별시,11530,구로구,1153010300,가리봉동,1.15E+18,132,서울특별시 구로구 가리봉동 132-105번지 ,서울특별시 구로구 우마3길,"서울특별시 구로구 우마3길 53, (가리봉동)",126.8912324,37.48209771
방주건설,생활서비스,11,서울특별시,11545,금천구,1154510300,시흥동,1.15E+18,999,서울특별시 금천구 시흥동 999-1번지 산호시티빌 ,서울특별시 금천구 시흥대로,"서울특별시 금천구 시흥대로 251, (시흥동, 산호시티빌)",126.8995612,37.45617128
윤상임,소매,11,서울특별시,11140,중구,1114011200,남창동,1.11E+18,52,서울특별시 중구 남창동 52-1번지 ,서울특별시 중구 남대문시장4길,"서울특별시 중구 남대문시장4길 32, (남창동)",126.9770226,37.55874895
모차르트피아노교습소,학문/교육,11,서울특별시,11320,도봉구,1132010800,도봉동,1.13E+18,30,서울특별시 도봉구 도봉동 30-1번지 도봉한신아파트 ,서울특별시 도봉구 마들로,"서울특별시 도봉구 마들로 859-19, (도봉동, 도봉한신아파트)",127.04675,37.68603646
만빵,소매,11,서울특별시,11560,영등포구,1156010400,영등포동3가,1.16E+18,31,서울특별시 영등포구 영등포동3가 31,서울특별시 영등포구 영중로,서울특별시 영등포구 영중로 40,126.9048806,37.51997882
유엠아카데미영수전문학원,학문/교육,11,서울특별시,11410,서대문구,1141011000,북아현동,1.14E+18,114,서울특별시 서대문구 북아현동 114-1번지 북아현맨션 ,서울특별시 서대문구 북아현로6길,"서울특별시 서대문구 북아현로6길 78, (북아현동, 북아현맨션)",126.9586598,37.56149878
경신슈퍼,소매,11,서울특별시,11260,중랑구,1126010300,중화동,1.13E+18,331,서울특별시 중랑구 중화동 331-2번지 ,서울특별시 중랑구 봉화산로3길,"서울특별시 중랑구 봉화산로3길 27-4, (중화동)",127.0755355,37.60292877
에이치비파트너스,생활서비스,11,서울특별시,11680,강남구,1168010800,논현동,1.17E+18,127,서울특별시 강남구 논현동 127-2번지 ,서울특별시 강남구 학동로,"서울특별시 강남구 학동로 158, (논현동)",127.0282687,37.51282286
센스타운,소매,11,서울특별시,11140,중구,1114011200,남창동,1.11E+18,49,서울특별시 중구 남창동 49-1번지 ,서울특별시 중구 남대문시장4길,"서울특별시 중구 남대문시장4길 21, (남창동)",126.9776392,37.55917778
신우디벨로퍼,부동산,11,서울특별시,11290,성북구,1129013900,석관동,1.13E+18,168,서울특별시 성북구 석관동 168-34번지 ,서울특별시 성북구 화랑로,"서울특별시 성북구 화랑로 316, (석관동)",127.0632673,37.61401395
HK마트,소매,11,서울특별시,11230,동대문구,1123010400,전농동,1.12E+18,32,서울특별시 동대문구 전농동 32-4번지 ,서울특별시 동대문구 사가정로,"서울특별시 동대문구 사가정로 122, (전농동)",127.0586462,37.57713354
종로당구장,관광/여가/오락,11,서울특별시,11140,중구,1114017100,중림동,1.11E+18,21,서울특별시 중구 중림동 21-9번지 ,서울특별시 중구 청파로,"서울특별시 중구 청파로 451, (중림동)",126.9680246,37.55956268
문화전자,소매,11,서울특별시,11140,중구,1114011200,남창동,1.11E+18,51,서울특별시 중구 남창동 51-1번지 ,서울특별시 중구 소월로,"서울특별시 중구 소월로 3, (남창동)",126.9761879,37.55936344
아이비디써클헬로피쉬대치,소매,11,서울특별시,11680,강남구,1168010600,대치동,1.17E+18,921,서울특별시 강남구 대치동 921-2번지 ,서울특별시 강남구 선릉로,"서울특별시 강남구 선릉로 334, (대치동)",127.0516136,37.49957787
유림지업사,소매,11,서울특별시,11140,중구,1114016000,인현동1가,1.11E+18,100,서울특별시 중구 인현동1가 100-5번지 ,서울특별시 중구 을지로16길,"서울특별시 중구 을지로16길 31, (인현동1가)",126.9934184,37.56498093
CU,소매,11,서울특별시,11350,노원구,1135010500,상계동,1.14E+18,617,서울특별시 노원구 상계동 617번지 ,서울특별시 노원구 상계로,"서울특별시 노원구 상계로 64, (상계동)",127.0622554,37.655787
GMAT유학원,학문/교육,11,서울특별시,11680,강남구,1168010100,역삼동,1.17E+18,817,서울특별시 강남구 역삼동 817-27번지 ,서울특별시 강남구 테헤란로5길,"서울특별시 강남구 테헤란로5길 31, (역삼동)",127.0286976,37.50067117
엔플러스커뮤니케이션,생활서비스,11,서울특별시,11680,강남구,1168010700,신사동,1.17E+18,588,서울특별시 강남구 신사동 588번지 ,서울특별시 강남구 도산대로33길,"서울특별시 강남구 도산대로33길 8, (신사동)",127.0301967,37.52117344
투쿨포스쿨,소매,11,서울특별시,11410,서대문구,1141011200,대현동,1.14E+18,142,서울특별시 서대문구 대현동 142-17번지 ,서울특별시 서대문구 이화여대길,"서울특별시 서대문구 이화여대길 88-3, (대현동)",126.9434788,37.55927349
모노스,부동산,11,서울특별시,11500,강서구,1150010200,등촌동,1.15E+18,75,서울특별시 강서구 등촌동 75-1번지 ,서울특별시 강서구 양천로,"서울특별시 강서구 양천로 482, (등촌동)",126.8539086,37.56124918
허브컴퓨터,소매,11,서울특별시,11200,성동구,1120010900,금호동1가,1.12E+18,633,서울특별시 성동구 금호동1가 633번지 벽산아파트 ,서울특별시 성동구 금호로,"서울특별시 성동구 금호로 100, (금호동1가, 벽산아파트)",127.0261546,37.55449702
세븐아트,생활서비스,11,서울특별시,11215,광진구,1121510200,능동,1.12E+18,250,서울특별시 광진구 능동 250-1번지 ,서울특별시 광진구 천호대로118길,"서울특별시 광진구 천호대로118길 39, (능동)",127.0847097,37.55292008
팡팡노래연습장,관광/여가/오락,11,서울특별시,11200,성동구,1120011400,성수동1가,1.12E+18,14,서울특별시 성동구 성수동1가 14-29번지 ,서울특별시 성동구 상원길,"서울특별시 성동구 상원길 38, (성수동1가)",127.0487686,37.54729277
현대슈퍼,소매,11,서울특별시,11260,중랑구,1126010400,묵동,1.13E+18,20,서울특별시 중랑구 묵동 20번지 신내대림아파트 ,서울특별시 중랑구 신내로21길,"서울특별시 중랑구 신내로21길 16, (묵동, 신내대림아파트)",127.0901048,37.61738659
이지스파트너스,생활서비스,11,서울특별시,11680,강남구,1168010800,논현동,1.17E+18,54,서울특별시 강남구 논현동 54-4번지 ,서울특별시 강남구 학동로,"서울특별시 강남구 학동로 117, (논현동)",127.0236295,37.51206376
선진유엔아이,부동산,11,서울특별시,11680,강남구,1168010100,역삼동,1.17E+18,677,서울특별시 강남구 역삼동 677-25번지 ,서울특별시 강남구 테헤란로,"서울특별시 강남구 테헤란로 223, (역삼동)",127.0406526,37.50239076
풍산기계설비,생활서비스,11,서울특별시,11680,강남구,1168010800,논현동,1.17E+18,52,서울특별시 강남구 논현동 52-8번지 ,서울특별시 강남구 학동로5길,"서울특별시 강남구 학동로5길 7, (논현동)",127.0228587,37.51219254
동원아이디,부동산,11,서울특별시,11680,강남구,1168010600,대치동,1.17E+18,945,서울특별시 강남구 대치동 945-15번지 ,서울특별시 강남구 테헤란로98길,"서울특별시 강남구 테헤란로98길 16, (대치동)",127.0623523,37.50724148
엠에스트레이딩,소매,11,서울특별시,11530,구로구,1153010100,신도림동,1.15E+18,642,서울특별시 구로구 신도림동 642번지 ,서울특별시 구로구 신도림로,"서울특별시 구로구 신도림로 16, (신도림동)",126.8821719,37.50511513
이민헤어혼,생활서비스,11,서울특별시,11680,강남구,1168010100,역삼동,1.17E+18,816,서울특별시 강남구 역삼동 816-1번지 ,서울특별시 강남구 강남대로,"서울특별시 강남구 강남대로 420, (역삼동)",127.0270535,37.50012601
우본엔지니어링,생활서비스,11,서울특별시,11215,광진구,1121510500,자양동,1.12E+18,5,서울특별시 광진구 자양동 5-32번지 ,서울특별시 광진구 아차산로34길,"서울특별시 광진구 아차산로34길 32, (자양동)",127.0689628,37.53869551
오천냥왕대포,소매,11,서울특별시,11620,관악구,1162010100,봉천동,1.16E+18,1612,서울특별시 관악구 봉천동 1612-13번지 ,서울특별시 관악구 봉천로,"서울특별시 관악구 봉천로 522-8, (봉천동)",126.9557018,37.47898183
사운드미디어,소매,11,서울특별시,11170,용산구,1117012800,한강로3가,1.12E+18,16,서울특별시 용산구 한강로3가 16-20번지 ,서울특별시 용산구 청파로,"서울특별시 용산구 청파로 77, (한강로3가)",126.9608503,37.53335148
유네일,생활서비스,11,서울특별시,11215,광진구,1121510300,구의동,1.12E+18,67,서울특별시 광진구 구의동 67-7번지 ,서울특별시 광진구 광나루로,"서울특별시 광진구 광나루로 519, (구의동)",127.0871794,37.54529828
오엔엠씨,생활서비스,11,서울특별시,11440,마포구,1144010700,마포동,1.14E+18,253,서울특별시 마포구 마포동 253번지 마포쌍용황금아파트 ,서울특별시 마포구 마포대로4라길,"서울특별시 마포구 마포대로4라길 30, (마포동, 마포쌍용황금아파트)",126.9454717,37.53672021
이센츄리아이앤씨,부동산,11,서울특별시,11560,영등포구,1156010700,영등포동6가,1.16E+18,10,서울특별시 영등포구 영등포동6가 10번지 ,서울특별시 영등포구 영중로,"서울특별시 영등포구 영중로 65, (영등포동6가)",126.9046454,37.52213914
큰길다도,생활서비스,11,서울특별시,11290,성북구,1129013400,길음동,1.13E+18,1278,서울특별시 성북구 길음동 1278번지 ,서울특별시 성북구 숭인로,"서울특별시 성북구 숭인로 16, (길음동)",127.0238565,37.61177531
비젼웍스컨설팅,부동산,11,서울특별시,11290,성북구,1129013300,정릉동,1.13E+18,508,서울특별시 성북구 정릉동 508-142번지 정릉동레몬트리 ,서울특별시 성북구 북악산로1라길,"서울특별시 성북구 북악산로1라길 5, (정릉동, 정릉동레몬트리)",127.0045613,37.59779221
이보영의토킹클럽쌍문학원,학문/교육,11,서울특별시,11320,도봉구,1132010500,쌍문동,1.13E+18,167,서울특별시 도봉구 쌍문동 167-6번지 ,서울특별시 도봉구 해등로,"서울특별시 도봉구 해등로 241-55, (쌍문동)",127.030962,37.65597559
서울이동통신,소매,11,서울특별시,11305,강북구,1130510300,수유동,1.13E+18,648,서울특별시 강북구 수유동 648번지 ,서울특별시 강북구 삼양로116길,"서울특별시 강북구 삼양로116길 20, (수유동)",127.0180698,37.64355187
푸른솔정보통신,소매,11,서울특별시,11680,강남구,1168010600,대치동,1.17E+18,946,서울특별시 강남구 대치동 946-18번지 ,서울특별시 강남구 테헤란로98길,"서울특별시 강남구 테헤란로98길 11, (대치동)",127.06272,37.50768592
아이니,소매,11,서울특별시,11215,광진구,1121510300,구의동,1.12E+18,126,서울특별시 광진구 구의동 126-5,서울특별시 광진구 광나루로43길,서울특별시 광진구 광나루로43길 36-9,127.0915278,37.54598958
에이앤와이오피스,소매,11,서울특별시,11545,금천구,1154510100,가산동,1.15E+18,60,서울특별시 금천구 가산동 60-19번지 ,서울특별시 금천구 벚꽃로,"서울특별시 금천구 벚꽃로 278, (가산동)",126.8846229,37.47948554
해피씨앤씨,소매,11,서울특별시,11170,용산구,1117012500,한강로2가,1.12E+18,15,서울특별시 용산구 한강로2가 15-2번지 ,서울특별시 용산구 청파로,"서울특별시 용산구 청파로 125, (한강로2가)",126.9653243,37.53383227
대한연예기획,소매,11,서울특별시,11680,강남구,1168010100,역삼동,1.17E+18,642,서울특별시 강남구 역삼동 642-9번지 ,서울특별시 강남구 논현로,"서울특별시 강남구 논현로 503, (역삼동)",127.0363239,37.50127426
맨위,생활서비스,11,서울특별시,11680,강남구,1168010600,대치동,1.17E+18,956,서울특별시 강남구 대치동 956-1번지 ,서울특별시 강남구 삼성로86길,"서울특별시 강남구 삼성로86길 20, (대치동)",127.0591684,37.5058826
나나스타일,학문/교육,11,서울특별시,11410,서대문구,1141011200,대현동,1.14E+18,90,서울특별시 서대문구 대현동 90-16,서울특별시 서대문구 이화여대1안길,서울특별시 서대문구 이화여대1안길 18,126.9441345,37.55772055
에스아이,부동산,11,서울특별시,11650,서초구,1165010700,반포동,1.17E+18,19,서울특별시 서초구 반포동 19-1번지 ,서울특별시 서초구 신반포로,"서울특별시 서초구 신반포로 162, (반포동)",127.0022674,37.50488407
유지컴퍼니,소매,11,서울특별시,11170,용산구,1117013300,서빙고동,1.12E+18,241,서울특별시 용산구 서빙고동 241-21번지 신동아아파트 ,서울특별시 용산구 이촌로,"서울특별시 용산구 이촌로 347, (서빙고동, 신동아아파트)",126.9896241,37.51903122
허니팝,생활서비스,11,서울특별시,11215,광진구,1121510900,군자동,1.12E+18,360,서울특별시 광진구 군자동 360번지 ,서울특별시 광진구 군자로9길,"서울특별시 광진구 군자로9길 13, (군자동)",127.0699526,37.54919155
에이스이공이공,생활서비스,11,서울특별시,11710,송파구,1171010100,잠실동,1.17E+18,175,서울특별시 송파구 잠실동 175-1번지 ,서울특별시 송파구 백제고분로,"서울특별시 송파구 백제고분로 67, (잠실동)",127.0789354,37.51078696
A+에셋,부동산,11,서울특별시,11545,금천구,1154510100,가산동,1.15E+18,543,서울특별시 금천구 가산동 543-1번지 ,서울특별시 금천구 서부샛길,"서울특별시 금천구 서부샛길 606, (가산동)",126.8769955,37.4799449
에이원국제무역,소매,11,서울특별시,11620,관악구,1162010200,신림동,1.16E+18,1694,서울특별시 관악구 신림동 1694번지 ,서울특별시 관악구 신림로29길,"서울특별시 관악구 신림로29길 3-20, (신림동)",126.9337844,37.4746142
꽃고을광희,소매,11,서울특별시,11140,중구,1114014500,광희동1가,1.11E+18,194,서울특별시 중구 광희동1가 194-1번지 ,서울특별시 중구 장충단로,"서울특별시 중구 장충단로 221, (광희동1가)",127.0069379,37.56466292
성주카병원,생활서비스,11,서울특별시,11410,서대문구,1141010200,충정로3가,1.14E+18,465,서울특별시 서대문구 충정로3가 465번지 충정리시온 ,서울특별시 서대문구 서소문로,"서울특별시 서대문구 서소문로 27, (충정로3가, 충정리시온)",126.9648455,37.5602737
골든파크,생활서비스,11,서울특별시,11680,강남구,1168010100,역삼동,1.17E+18,720,서울특별시 강남구 역삼동 720-19번지 ,서울특별시 강남구 언주로,"서울특별시 강남구 언주로 431, (역삼동)",127.0426942,37.50192976
웰컴커뮤니케이션,생활서비스,11,서울특별시,11110,종로구,1111013300,익선동,1.11E+18,55,서울특별시 종로구 익선동 55번지 현대뜨레비앙 ,서울특별시 종로구 돈화문로11가길,"서울특별시 종로구 돈화문로11가길 59, (익선동, 현대뜨레비앙)",126.9900896,37.57510724
어거스트러시앤파이낸셜,부동산,11,서울특별시,11650,서초구,1165010800,서초동,1.17E+18,1685,서울특별시 서초구 서초동 1685-3번지 아크로비스타 ,서울특별시 서초구 서초중앙로,"서울특별시 서초구 서초중앙로 188, (서초동, 아크로비스타)",127.0137201,37.4975015
윌로우에셋,부동산,11,서울특별시,11290,성북구,1129010700,동소문동4가,1.13E+18,103,서울특별시 성북구 동소문동4가 103-23번지 ,서울특별시 성북구 동소문로13가길,"서울특별시 성북구 동소문로13가길 58, (동소문동4가)",127.0100313,37.59092725
부동산갤러리,부동산,11,서울특별시,11680,강남구,1168010700,신사동,1.17E+18,637,서울특별시 강남구 신사동 637-15번지 ,서울특별시 강남구 언주로172길,"서울특별시 강남구 언주로172길 7, (신사동)",127.0344878,37.52792143
서인,소매,11,서울특별시,11560,영등포구,1156011200,당산동2가,1.16E+18,30,서울특별시 영등포구 당산동2가 30-2번지 ,서울특별시 영등포구 영등포로,"서울특별시 영등포구 영등포로 109, (당산동2가)",126.8943817,37.52234085
학림프리마학원,학문/교육,11,서울특별시,11590,동작구,1159010800,대방동,1.16E+18,388,서울특별시 동작구 대방동 388-17번지 ,서울특별시 동작구 대방동23길,"서울특별시 동작구 대방동23길 45, (대방동)",126.9227697,37.50395156
우리게임랜드,관광/여가/오락,11,서울특별시,11305,강북구,1130510300,수유동,1.13E+18,527,서울특별시 강북구 수유동 527-62번지 경성 ,서울특별시 강북구 인수봉로73길,"서울특별시 강북구 인수봉로73길 7-6, (수유동, 경성)",127.0101912,37.64208943
엘지이십오시수유역점,소매,11,서울특별시,11305,강북구,1130510200,번동,1.13E+18,433,서울특별시 강북구 번동 433-53,서울특별시 강북구 덕릉로44길,서울특별시 강북구 덕릉로44길 14,127.0325874,37.63464344
푸른동산이십사태릉점,소매,11,서울특별시,11320,도봉구,1132010600,방학동,1.13E+18,271,서울특별시 도봉구 방학동 271-1번지 신동아1차 ,서울특별시 도봉구 시루봉로,"서울특별시 도봉구 시루봉로 107, (방학동, 신동아1차)",127.0263014,37.66138845
아이발란스,소매,11,서울특별시,11170,용산구,1117010700,동자동,1.12E+18,43,서울특별시 용산구 동자동 43-205번지 ,서울특별시 용산구 한강대로,"서울특별시 용산구 한강대로 405, (동자동)",126.9717115,37.55482833
아이캠투,소매,11,서울특별시,11530,구로구,1153010800,오류동,1.15E+18,341,서울특별시 구로구 오류동 341번지 한신플러스 ,서울특별시 구로구 고척로,"서울특별시 구로구 고척로 52, (오류동, 한신플러스)",126.8404596,37.49855891
